num_tasks,avg_execution,avg_priority,avg_deadline,periodic_ratio,utilization,scheduler
3,5.434842719251876,2.0,23.333333333333332,1.0,0.6838013744951004,rms
2,4.764385649327573,1.5,15.0,1.0,0.5207832069174062,rms
2,1.754185870391539,1.5,15.0,1.0,0.33465102513651857,rms
3,3.4329644565046364,2.0,23.333333333333332,1.0,0.4450345594666899,rms
2,3.350554610283293,1.5,15.0,1.0,0.3386344908684931,rms
2,5.436953115530467,1.5,15.0,1.0,0.5935435992700819,rms
2,5.389077740507252,1.5,15.0,1.0,0.5881438079214645,rms
3,5.450952623899255,2.0,23.333333333333332,1.0,0.5834908152193854,rms
2,4.501712453478252,1.5,15.0,1.0,0.6257327530033445,rms
2,4.930138181513803,1.5,15.0,1.0,0.5113024630201395,rms
3,5.426949563495602,2.0,23.333333333333332,1.0,0.5589703585818502,rms
2,4.178855022412841,1.5,15.0,1.0,0.4514429859764153,rms
2,4.895362425769081,1.5,15.0,1.0,0.5399033116574612,rms
2,4.2583370722522815,1.5,15.0,1.0,0.5744190367459083,rms
3,2.2777660489212557,2.0,23.333333333333332,1.0,0.3000954338457251,rms
2,5.243827663664751,1.5,15.0,1.0,0.6418471428250085,rms
3,2.9750769029833393,2.0,23.333333333333332,1.0,0.4091602481394354,rms
2,2.7859495642472276,1.5,15.0,1.0,0.34922554277087553,rms
3,5.181606381268771,2.0,23.333333333333332,1.0,0.5366960533693352,rms
3,4.815732252482299,2.0,23.333333333333332,1.0,0.38769153876979934,rms
3,7.020012514866195,2.0,23.333333333333332,1.0,0.5413929060983957,rms
2,5.245051182357512,1.5,15.0,1.0,0.5894724202754602,rms
3,3.0029015959011303,2.0,23.333333333333332,1.0,0.45432255103526265,rms
2,6.8103491940943215,1.5,15.0,1.0,0.6938012141253385,rms
3,5.685608832533194,2.0,23.333333333333332,1.0,0.5070198326044841,rms
2,4.772586698244552,1.5,15.0,1.0,0.5392674326298278,rms
2,3.610495899995266,1.5,15.0,1.0,0.47429915031733405,rms
3,7.413702985104568,2.0,23.333333333333332,1.0,0.6463915264624684,rms
2,2.7719090853827097,1.5,15.0,1.0,0.30226452228389705,rms
2,3.63592988929558,1.5,15.0,1.0,0.39811020263287933,rms
3,7.266589297088138,2.0,23.333333333333332,1.0,0.6547401152277925,rms
2,4.058595271568832,1.5,15.0,1.0,0.41898363482333595,rms
2,2.591684754793607,1.5,15.0,1.0,0.3701085453799713,rms
2,5.386890411444458,1.5,15.0,1.0,0.6030601260467463,rms
2,6.126322810730141,1.5,15.0,1.0,0.7283471076935482,rms
3,3.8138700276477024,2.0,23.333333333333332,1.0,0.43464634370648597,rms
2,2.4900617018861775,1.5,15.0,1.0,0.38605699395745385,rms
3,4.207814779353822,2.0,23.333333333333332,1.0,0.40438565848369146,rms
3,4.934627286124059,2.0,23.333333333333332,1.0,0.47366865639540323,rms
3,3.5645888154313177,2.0,23.333333333333332,1.0,0.5763834270096816,rms
2,2.0742640779707813,1.5,15.0,1.0,0.32580845437659084,rms
2,6.826275820447325,1.5,15.0,1.0,0.7317168697104153,rms
2,3.1382910196146816,1.5,15.0,1.0,0.32924198705966073,rms
2,5.040517543287898,1.5,15.0,1.0,0.6044657687930916,rms
2,3.324460684326963,1.5,15.0,1.0,0.3455358839691302,rms
2,2.5635623890569,1.5,15.0,1.0,0.3983714981619022,rms
2,6.804201810296948,1.5,15.0,1.0,0.6867914751253487,rms
2,4.380970821457429,1.5,15.0,1.0,0.4870239498268497,rms
2,3.438127077093836,1.5,15.0,1.0,0.43900094434171943,rms
2,2.836247513522379,1.5,15.0,1.0,0.31387286202370934,rms
3,3.5091642457975873,2.0,23.333333333333332,1.0,0.5182637895523244,rms
3,4.998471129611036,2.0,23.333333333333332,1.0,0.6057694204640454,rms
3,2.0608938222955464,2.0,23.333333333333332,1.0,0.48566460778764675,rms
3,3.3356714825770815,2.0,23.333333333333332,1.0,0.49751621689896613,rms
2,3.082826894834226,1.5,15.0,1.0,0.3666508027502312,rms
2,4.36883484982637,1.5,15.0,1.0,0.567359803284606,rms
3,7.650522995096073,2.0,23.333333333333332,1.0,0.6647495830789845,rms
2,4.664707808298758,1.5,15.0,1.0,0.522296784644872,rms
3,4.580260847151969,2.0,23.333333333333332,1.0,0.6781768375416666,rms
3,3.489935789796853,2.0,23.333333333333332,1.0,0.4594785467702065,rms
2,5.913713581296575,1.5,15.0,1.0,0.5987133104562586,rms
2,4.403272120143706,1.5,15.0,1.0,0.717161583503942,rms
3,7.643264020095516,2.0,23.333333333333332,1.0,0.6806329437474126,rms
3,5.533951092755864,2.0,23.333333333333332,1.0,0.5200154075295093,rms
2,5.514062782505914,1.5,15.0,1.0,0.6229714166803071,rms
2,3.952642144804968,1.5,15.0,1.0,0.3976783357186418,rms
2,2.981461565364348,1.5,15.0,1.0,0.4932300571093895,rms
2,4.014272791654479,1.5,15.0,1.0,0.40179587164676056,rms
3,3.6743707290677556,2.0,23.333333333333332,1.0,0.4620251058492738,rms
2,5.808970701220805,1.5,15.0,1.0,0.6240152025738855,rms
3,6.023927880661405,2.0,23.333333333333332,1.0,0.6084613509223333,rms
3,6.227701276533559,2.0,23.333333333333332,1.0,0.4955371735296945,rms
3,4.026525242001264,2.0,23.333333333333332,1.0,0.44430215539464396,rms
3,4.6884642820523625,2.0,23.333333333333332,1.0,0.6652372991322981,rms
3,5.070451403233048,3.0,10.316597287685067,0.3333333333333333,0.8482999605090046,edf
3,8.286304819558568,2.3333333333333335,16.015151594841,0.3333333333333333,0.5944201853385855,edf
5,2.687535600331229,2.8,9.041185487601751,0.2,0.7134047701198782,edf
5,5.7642594828734826,2.8,12.115598787077813,0.4,0.8471673178080088,edf
4,10.498549964044422,3.0,28.807766222718886,0.5,0.8458435343820148,edf
3,5.820234279571241,3.0,12.561036594261479,0.3333333333333333,0.6154742382122552,edf
3,4.829704750239265,2.0,11.508053580935632,0.3333333333333333,0.6465846139485592,edf
3,2.7250120820191257,2.6666666666666665,20.266536618372392,0.3333333333333333,0.8805914238663965,edf
5,3.0981580420913977,1.8,10.137134279007336,0.6,0.7589898856618412,edf
4,7.357607459933208,2.0,40.30277095160961,0.75,0.5738340518148132,edf
4,4.720251549310896,2.75,15.217784163211249,0.25,0.5699093771309509,edf
3,5.401825048610358,1.6666666666666667,10.588720202897766,0.3333333333333333,0.5713783860911088,edf
4,2.364622830162968,3.0,17.464187009616293,0.25,0.776974460529748,edf
3,6.742280304338441,2.6666666666666665,13.172249008382133,0.6666666666666666,0.8520316350245833,edf
4,8.471046894205504,2.25,20.335026632909912,0.5,0.7760019563282663,edf
3,8.97043554810843,2.6666666666666665,27.886772531186192,0.6666666666666666,0.5356497728464067,edf
3,7.816658296349991,1.6666666666666667,22.08342227485846,0.3333333333333333,0.8301144432931588,edf
5,6.17371470411654,2.2,23.68308499614502,0.4,0.8223701600470485,edf
3,3.0054297324371024,3.0,4.9720259349255995,0.3333333333333333,0.6912936092192289,edf
4,2.2911844687827045,3.0,22.32747202023013,0.5,0.5245398508442672,edf
5,7.33429421884811,2.4,25.02003066330611,0.8,0.7108165855646607,edf
3,2.9916968821706376,2.3333333333333335,4.729212393582604,0.3333333333333333,0.8337213463819071,edf
4,2.76444319522601,2.25,9.04162493372162,0.75,0.8140066175348228,edf
3,2.6355106194040316,3.0,32.334104976710016,0.3333333333333333,0.6802478626919032,edf
3,3.126120196428662,3.0,13.510701136323961,0.6666666666666666,0.6398812918983399,edf
3,3.025243254415289,3.0,5.013316859282417,0.3333333333333333,0.5911369670172439,edf
4,8.969154532971544,3.25,18.06531663197388,0.5,0.7083072567336851,edf
3,2.1680723696841935,2.3333333333333335,16.210141662349123,0.3333333333333333,0.626768990937978,edf
5,4.658671928817048,1.6,9.433767295714052,0.2,0.5172694943188046,edf
3,7.485751198763025,3.3333333333333335,15.901744309076406,0.3333333333333333,0.5396712398348864,edf
4,3.1631644231825793,1.75,26.265765647467408,0.5,0.7998181937875553,edf
4,3.1206647685924453,2.5,14.303593394133433,0.5,0.6550694379001577,edf
3,11.195904808885844,2.6666666666666665,21.81562165724029,0.6666666666666666,0.8154459858689627,edf
4,4.160977458558411,1.75,12.950612698747143,0.25,0.7550213057880919,edf
5,3.5607340808920753,2.8,6.962964384250261,0.2,0.8410912079502846,edf
4,1.3330092290013051,2.5,5.038443074562389,0.5,0.6102449354715782,edf
5,3.4585864966449202,1.6,17.189031097834352,0.4,0.5511952834134346,edf
5,3.136159402490285,3.0,11.864458795655924,0.2,0.545907548747687,edf
5,10.05325004139155,2.0,28.054536446232465,0.6,0.7179391036338063,edf
3,2.36784164638568,2.3333333333333335,12.464302691729026,0.3333333333333333,0.810244740370131,edf
4,3.818937211257333,1.75,22.935126154239416,0.5,0.8624573019063067,edf
5,2.7432835908091517,2.4,6.891020760791368,0.2,0.7671679995214509,edf
3,2.2521567151981814,2.0,6.143870201698435,0.3333333333333333,0.8277020419485845,edf
4,1.4005104582879504,3.5,17.243797890099124,0.25,0.6885148669592658,edf
5,2.033254240434977,3.2,6.551693203130299,0.2,0.6215785604962896,edf
4,2.2296824551647596,2.75,28.943365470526953,0.5,0.7830753305322475,edf
3,13.859308075979328,2.3333333333333335,33.602036742079754,0.6666666666666666,0.829813923234813,edf
5,5.226857559901434,2.0,20.45395514210522,0.8,0.8981750064765239,edf
5,2.518075923511872,2.8,7.180057793887035,0.4,0.879243328068577,edf
4,3.2503708581173676,1.75,10.518900721078486,0.25,0.689188538438204,edf
3,3.6935088972003474,2.3333333333333335,29.03197529027936,0.3333333333333333,0.613824920705159,edf
3,5.0433618802603215,2.6666666666666665,15.32162581468956,0.3333333333333333,0.7698431411664866,edf
4,5.752762271848548,2.5,8.243278624527226,0.25,0.6476212087043667,edf
4,7.690349512962664,2.5,22.394008321613107,0.75,0.8965052906934533,edf
5,2.7236465256469016,2.2,11.143898202172753,0.2,0.622525399511285,edf
4,5.651492162569282,3.25,22.524037793120478,0.5,0.5286847555390604,edf
5,3.362853167482058,2.0,11.117308798976461,0.4,0.5640099745852776,edf
3,4.866045935120578,2.6666666666666665,16.31348046825441,0.6666666666666666,0.8354196859611314,edf
3,5.227041514967093,1.6666666666666667,11.845738496524968,0.3333333333333333,0.8267027720478113,edf
5,7.234378370878576,3.2,31.483684856534875,0.6,0.7133546515061451,edf
5,6.332756519462677,2.2,30.55030659035206,0.6,0.8577810227296929,edf
4,1.8799958847933649,2.25,7.030483636500441,0.25,0.8488193353788032,edf
5,2.6979760272217095,2.0,4.471967583471198,0.2,0.8748364113835179,edf
4,3.2659464649030134,1.75,9.249344217477137,0.5,0.6611493130530548,edf
4,9.232283622874945,2.75,25.701059242168682,0.75,0.7343459153814077,edf
4,8.178393724269194,2.25,20.002990128805912,0.5,0.6609786549734675,edf
4,5.066272084580269,2.25,30.97803083929451,0.5,0.8639772575417568,edf
5,2.672512547500196,1.6,11.894879906700698,0.2,0.5421459689003426,edf
3,8.780218929431522,2.0,21.92247228996899,0.3333333333333333,0.6181205910287331,edf
3,8.183868084703455,2.0,35.204734850204495,0.6666666666666666,0.5399467284544712,edf
3,5.575129339357314,1.0,19.06149967017961,0.3333333333333333,0.516662727353073,edf
4,10.77527838692299,3.0,32.199202485919386,0.75,0.7071842110850316,edf
5,2.862192898055493,3.2,11.03047901315323,0.2,0.5986414539912098,edf
5,5.031154165209228,2.4,11.770355917169756,0.6,0.8669943372527962,edf
4,4.518441577864072,3.0,21.03547057074856,0.5,0.724349785345047,edf
5,5.64492815295044,2.2,12.921732155392448,0.2,0.7374243741515144,edf
3,1.5874982971061626,2.3333333333333335,6.457720921294396,0.3333333333333333,0.6428117375880049,edf
3,3.6494466265643624,2.3333333333333335,22.907409576216594,0.6666666666666666,0.8960345504269929,edf
4,2.6828652520777942,2.5,5.151562094025404,0.25,0.7256296115334071,edf
5,4.9122282744710075,2.8,15.697588144832554,0.2,0.80351050150293,edf
5,9.958484657054193,1.4,34.856736529473224,0.8,0.8299151425111146,edf
5,7.515310522439753,2.8,44.08859499827372,0.8,0.83937015163621,edf
4,5.33141996904209,2.0,28.700707173507354,0.75,0.6927469917098467,edf
5,4.509914703369521,2.0,22.345177054951115,0.6,0.512343161723229,edf
4,6.590152257723212,3.5,18.74030721419261,0.25,0.6750645312592813,edf
5,6.201707201614761,2.8,22.633669032441652,0.4,0.8186725588765489,edf
3,7.6739710298606765,2.6666666666666665,28.26572867216636,0.3333333333333333,0.5288444371717741,edf
4,4.040296152699409,1.25,8.210956812135423,0.25,0.5270010186735288,edf
4,3.388053524995839,2.25,17.74934153923392,0.5,0.5302334455416268,edf
4,3.2565661349436867,2.5,12.20159962143424,0.25,0.5468264165696675,edf
4,4.614378535310183,2.5,25.008251074690165,0.5,0.7659978064951095,edf
3,13.177976816261037,2.6666666666666665,27.90560880668672,0.6666666666666666,0.5200074307284449,edf
4,2.6984309760819016,2.0,13.59647483350941,0.5,0.822036127398265,edf
4,4.984587930878016,2.5,17.203705454325323,0.25,0.8149548107009332,edf
4,7.65059689492671,2.5,29.714884177071124,0.75,0.6635109044916528,edf
3,2.0349226280990713,2.0,8.380578930441187,0.3333333333333333,0.5306543225900995,edf
5,2.8050161625263987,2.4,13.121689853384675,0.2,0.5775452271747571,edf
4,11.562384032151726,3.0,29.247637540146734,0.75,0.7538557025949522,edf
5,5.000592553850867,2.2,17.30180672194114,0.4,0.5814668551090739,edf
3,4.216276774799279,2.3333333333333335,6.011477007562153,0.3333333333333333,0.7513705826458348,edf
3,6.564198796460167,2.3333333333333335,17.97178554266897,0.3333333333333333,0.661827462561607,edf
3,1.7480038976667494,3.0,10.421594196764062,0.3333333333333333,0.6501875713866001,edf
5,2.7478763849245738,3.4,5.974803343308014,0.4,0.6516906148721796,edf
4,2.0890241661586773,2.25,9.492299654299305,0.25,0.603292407866464,edf
5,3.4261626643515415,2.4,23.553271761458593,0.6,0.6775436753685204,edf
4,10.231418127675632,2.75,28.740533193486893,0.5,0.6729384905613389,edf
4,3.425247086961261,2.5,29.95764176969376,0.75,0.8306608229842563,edf
3,2.1319096516542593,2.0,5.503933333769864,0.3333333333333333,0.5068599127660792,edf
5,2.2683088642565195,2.0,23.648439278526137,0.6,0.5915501849933996,edf
3,4.734514832461629,3.3333333333333335,10.072793130127971,0.3333333333333333,0.7788543223567237,edf
4,3.725973225585668,2.5,14.8637504624674,0.25,0.7798558278488488,edf
4,3.173463372982524,2.25,18.986295519096206,0.25,0.852389202255863,edf
4,2.1989206108492456,2.5,6.528967342225977,0.5,0.8901372533916283,edf
5,4.9352823389408425,3.2,13.912532542750636,0.8,0.8306473382009956,edf
4,3.8164842219483948,2.0,31.351539376509912,0.75,0.6766985966550828,edf
3,4.0935322948169395,3.0,13.641829316807224,0.6666666666666666,0.6957570149626355,edf
3,5.290186518933449,3.0,21.640967818544514,0.3333333333333333,0.5701966509525429,edf
5,6.973957538424488,2.6,31.670072903342838,0.8,0.7306456028518871,edf
5,7.3074605276440465,2.2,27.150285700725203,0.4,0.8001063055755369,edf
